InChI_Key_Planar	TAGS	NCBITaxonomy	UBERONBodyPartName	Lifestyle_Tag
NRNCYVBFPDDJNE	drug			drug or medication use
NRNSOEIINXSQRA	naturalproduct			
NRPFNQUDKRYCNX	|food|human|naturalproduct	9606|Homo sapiens		food consumption
NRQJFEDEWHTAPZ	naturalproduct			
NRRXDXZXLJSBPH	naturalproduct			
NRVMCZSNPIHCNL	naturalproduct			
NRWLZYIHXSJKCU	naturalproduct			
NRYNTARIOIRWAB	plant|naturalproduct_plant		feces	
NRZWQKGABZFFKE	|food|human	9606|Homo sapiens		food consumption
NSEWTSAADLNHNH	food|plant|plant_angiospermae|naturalproduct_plant		blood|feces	
NSFCLBVWJYYZMR	naturalproduct			
NSFSLUUZQIAOOX	marine_diatom|dissolvedorganicmatter_water_saline|microalgal	41953|Pseudo-nitzschia		
NSKGQURZWSPSBC	naturalproduct|bacterial|bacterial_produced			
NSLAUEAQDBERRV	food|vitamin		blood|cerebrospinal fluid|urine	
NSNGIRMJTMEZBF	naturalproduct			
NSRJSISNDPOJOP	food|naturalproduct			
NSRKLZRKJJQJLD	naturalproduct			
NSYSSMYQPLSPOD	naturalproduct			
NSYZCCDSJNWWJL	biocide_antimicrobial|drug			
NTACYUQODXBPIK	naturalproduct			
NTAHMPNXQOYXSX	naturalproduct			
NTAXLEHKEDVPRK	naturalproduct			
NTDLXWMIWOECHG	food|human|naturalproduct	:9606|Homo sapiens	feces|saliva	|food consumption
NTEIYTQTTHYBTI	naturalproduct|fungal|fungal_produced			
NTHGOQRMMGSVMQ	|food|human	9606|Homo sapiens		food consumption
NTHXOOBQLCIOLC	drug|synthetic|human	:9606|Homo sapiens	blood|urine|feces	|drug or medication use
NTJOBXMMWNYJFB	drug|human	9606|Homo sapiens		drug or medication use
NTMOAQDHNZYZMZ	naturalproduct			
NTOXIMPFEPXTTB	naturalproduct			
NTVKQXXUTNSBBQ	naturalproduct|fungal|fungal_produced			
NTYJJOPFIAHURM	drug|human|naturalproduct	9606|Homo sapiens		drug or medication use
NUBAAWQBTGSVGH	naturalproduct			
NUCLJNSWZCHRKL	|food|human|naturalproduct	9606|Homo sapiens		food consumption
NUENJLVLKHHYJS	naturalproduct			
NUFASKQIWTXKBR	naturalproduct|fungal|fungal_produced			
NUFNQYOELLVIPL	drug|food|human	9606|Homo sapiens		food consumption|drug or medication use
NUFXPJOTSOMKFZ	naturalproduct			
NUGPQONICGTVNA	naturalproduct			
NUJWBDOJBSCJEG	naturalproduct			
NULLRXHRYOXSEW	vitamin|food|water_waste		stomach	food consumption_additives|food consumption_vitamins
NULZZCUABWZIRV	naturalproduct			
NUPJIGQFXCQJBK	biocide_herbicide|environmental			
NUVBSKCKDOMJSU	food|food_additive|drug|human|naturalproduct	:9606|Homo sapiens	feces|saliva|sweat|urine	food consumption_additives|drug or medication use
NUXKLJINNAOFAH	naturalproduct			
NUYFKDBCHFKOBT	naturalproduct|fungal|fungal_produced			
NVAVYRWRQSKURM	human|bacterial		feces	
NVEQFIOZRFFVFW	dissolvedorganicmatter_water_saline|food|plant|food_additive|animal|naturalproduct_plant		saliva|feces	
NVKAWKQGWWIWPM	animal|human		feces	
NVKNRXOMCYTFJF	naturalproduct			
NVTDAUYTNRUBQY	|food|human	9606|Homo sapiens		food consumption
NVTJLSRVWFAVPB	food			
NVTNXPADRDASMP	naturalproduct			
NVUGEQAEQJTCIX	naturalproduct|naturalproduct_fungal|bacterial|bacterial_produced			
NVVDQMVGALBDGE	naturalproduct			
NVXJDQXVTHYURW	naturalproduct			
NVYWCFHFPXGDKS	|food|human|naturalproduct	9606|Homo sapiens		food consumption
NWBJYWHLCVSVIJ	|food|human|naturalproduct	9606|Homo sapiens		food consumption
NWBWCXBPKTTZNQ	naturalproduct			
NWGKJDSIEKMTRX	environmental|food|food_additive		blood|urine	personal care products_additives
NWIBSHFKIJFRCO	drug|human|naturalproduct|bacterial|bacterial_produced	9606|Homo sapiens		drug or medication use
NWIUTZDMDHAVTP	drug|human	:9606|Homo sapiens	blood|urine	|drug or medication use
NWKFECICNXDNOQ	food			
NWNMAVFXIRDAPM	naturalproduct			
NWPUHDAIOGMKFI	naturalproduct|fungal|fungal_produced			
NWQBYMPNIJXFNQ	dissolvedorganicmatter_water_saline|food|plant		blood|urine	plant-based chemical exposure
NWXMGUDVXFXRIG	drug|bacterial|bacterial_produced			
NWZYTZHMCGWGOF	naturalproduct			
NXAFAINHPNBMLG	naturalproduct			
NXAZWYWJZDFISF	naturalproduct			
NXBNYUSXDBHELA	naturalproduct			
NXCYBYJXCJWMRY	naturalproduct			
NXDGLHJHHJJTSZ	naturalproduct			
NXDNDRJNQJPXGJ	naturalproduct			
NXDWTJAHANXBEB	naturalproduct			
NXHNEWMDVUHUCV	plant|naturalproduct_plant			
NXJCRELRQHZBQA	food|human|naturalproduct	:9606|Homo sapiens	urine	|food consumption
NXSUIALRPVXVTA	naturalproduct|fungal|fungal_produced			
NXTDJHZGHOFSQG	|food|human	9606|Homo sapiens		food consumption
NXVJTGLCCSFGAT	naturalproduct			
NYBZAGXTZXPYND	bacterial|bacterial_produced	1203578|Pseudomonas sp. HPB0071		
NYHBQMYGNKIUIF	bacterial|human|mice|drug|food|naturalproduct	9606|Homo sapiens:10088|Mus	blood|feces|milk|saliva|urine	food consumption|drug or medication use
NYHNVHGFPZAZGA	|food|human	9606|Homo sapiens		food consumption
NYJGMJFBEVSQNN	bacterial|bacterial_produced			
NYKXAPFHNLNAIJ	naturalproduct			
NYLNHNDMNOPWAZ	naturalproduct|plant|plant_angiospermae|naturalproduct_plant		feces	
NYOXRYYXRWJDKP	human|food|naturalproduct	:9606|Homo sapiens		|food consumption
NYPYHUZRZVSYKL	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
NYSZJNUIVUBQMM	drug|human|naturalproduct	9606|Homo sapiens		drug or medication use
NYVFUDQEAURUPX	naturalproduct|fungal|fungal_produced			
NYZBWOSRZJKQAI	|food|human	9606|Homo sapiens		food consumption
NZASCBIBXNPDMH	drug			drug or medication use
NZCRJKRKKOLAOJ	biocide_antimicrobial|drug|synthetic		blood|urine|feces	|drug or medication use|bacterial infectious disease
NZEPSBGUXWWWSI	naturalproduct			
NZESEVTYUVXOTC	naturalproduct			
NZHGWWWHIYHZNX	drug			drug or medication use
NZHUXMZTSSZXSB	|food|human	9606|Homo sapiens		food consumption
NZIVCAVTGFEAJT	naturalproduct|fungal|fungal_produced			
NZKLGQRMNDHSPV	naturalproduct			
NZLXTWAEDURRNL	naturalproduct			
NZMLLYZLUYBOGO	naturalproduct			
NZMMULPLBZWYSX	naturalproduct			
NZNHJGNBLPBNLU	naturalproduct_plant|naturalproduct			
NZNMSOFKMUBTKW	|food|human|naturalproduct	9606|Homo sapiens		food consumption
NZNSTOHSZZLSNP	naturalproduct|fungal|fungal_produced			
NZPACTGCRWDXCJ	bacterial|bacterial_produced	:287|Pseudomonas aeruginosa		
NZRDKNBIPVLNHA	naturalproduct			
NZRLODDQFPZTPM	naturalproduct			
NZSCHTYUGUVLHG	naturalproduct			
NZSWNNDHPOTJNH	bacterial|bacterial_produced			
NZVQLVGOZRELTG	food|naturalproduct			
OABQIJAIRYEICK	naturalproduct			
OAFXTKGAKYAFSI	naturalproduct			
OAGXTVOZBKKJKA	naturalproduct			
OAHPGCTUAWHNTK	toxin		skin of body	
OAIGZXXQYIJBLR	drug|drug_metabolite|human	:9606|Homo sapiens	blood|urine|feces	allergic hypersensitivity disease|drug or medication use
OAIJSZIZWZSQBC	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
OALYTRUKMRCXNH	food|human|naturalproduct	:9606|Homo sapiens	saliva	|food consumption
OAMLVOVXNKILLQ	|food|human	9606|Homo sapiens		food consumption
OAPNERBWQWUPTI	naturalproduct			
OAPPEBNXKAKQGS	naturalproduct			
OARRHUQTFTUEOS	food|food_additive			
OAUIRSVJXOFAOO	naturalproduct			
OAUREGNZECGNQS	food			
OAWYUCSBLMUTFD	marine_coral|naturalproduct_marine|naturalproduct	70919|Sarcophyton glaucum:205097|Sarcophyton trocheliophorum		
OAZSPRBLFZZMMR	naturalproduct			
OBBCRPUNCUPUOS	|food|human|naturalproduct	9606|Homo sapiens		food consumption
OBGBGHKYJAOXRR	naturalproduct			
OBGPEBYHGIUFBN	naturalproduct			
OBHRVMZSZIDDEK	|food|human|naturalproduct	9606|Homo sapiens		food consumption
OBIUGMGQVQMVSK	naturalproduct			
OBJBIHSGZLMMBX	naturalproduct			
OBKKEZLIABHSGY	food|naturalproduct			|food consumption
OBKXEAXTFZPCHS	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
OBLUCMMNMFITHB	naturalproduct			
OBSYBRPAKCASQB	drug|naturalproduct			drug or medication use
OBUOWZOYJNAMCZ	|food|human	9606|Homo sapiens		food consumption
OBWHQJYOOCRPST	|food|human|naturalproduct	9606|Homo sapiens		food consumption
OCAPBUJLXMYKEJ	drug|human	9606|Homo sapiens		drug or medication use
OCCHNTXZVKCXFK	|food|human	9606|Homo sapiens		food consumption
OCCSIEQRVFOZHA	naturalproduct|bacterial|bacterial_produced			
OCDGBSUVYYVKQZ	|food|human|naturalproduct	9606|Homo sapiens		food consumption
OCHJVQODRYVDAA	human		blood|urine	
OCJYIGYOJCODJL	drug|human	9606|Homo sapiens		drug or medication use
OCMXOQFOMBDMCH	naturalproduct			
OCNYGKNIVPVPPX	food			
OCPKVHKLLYWOOG	bacterial|bacterial_produced			
OCPQLCXSCTTXMX	naturalproduct			
OCWYEMOEOGEQAN	environmental			
OCYROESYHWUPBP	|food			food consumption
ODADKLYLWWCHNB	food|vitamin|naturalproduct|fungal|fungal_produced		feces	
ODAIHABQVKJNIY	drug|human	9606|Homo sapiens		drug or medication use
ODAZGDXFSFEAAA	naturalproduct			
ODBLHEXUDAPZAU	|food|human|naturalproduct|fungal|fungal_produced	9606|Homo sapiens		food consumption
ODBRNZZJSYPIDI	|food|human|plant|naturalproduct_plant|plant_angiospermae|naturalproduct	9606|Homo sapiens		food consumption
ODCWYMIRDDJXKW	|food			food consumption
ODCZJZWSXPVLAW	naturalproduct|biocide_antimicrobial			
ODGGKCNQKSEQNL	naturalproduct			
ODHCTXKNWHHXJC	human|plant|drug|food|naturalproduct	9606|Homo sapiens		|food consumption|drug or medication use
ODJLBQGVINUMMR	naturalproduct			
ODKNJVUHOIMIIZ	drug		blood|urine	
ODKSFYDXXFIFQN	bacterial|human|mice|drug|food|animal|naturalproduct	9606|Homo sapiens:10088|Mus	blood|cerebrospinal fluid|feces|milk|saliva|sweat|urine	|food consumption|drug or medication use
ODLCLZLDYDHRGT	naturalproduct_plant|naturalproduct			
ODMIEGVTNZNSLD	naturalproduct			
ODNHLYCLMUNJRG	naturalproduct			
ODNMTIVRLHXQTE	naturalproduct			
ODPNKPYOFDDULA	bacterial|bacterial_produced			
ODQBQUXGRYBRTP	naturalproduct			
ODQWQRRAPPTVAG	drug			drug or medication use
ODUOJXZPIYUATO	drug			drug or medication use
OEBRKCOSUFCWJD	drug|food|human	9606|Homo sapiens		food consumption|drug or medication use
OEKUSRBIIZNLHZ	naturalproduct|bacterial|bacterial_produced			
OEKWJQXRCDYSHL	drug		blood|urine	
OELFLUMRDSZNSF	drug			drug or medication use
OENHQHLEOONYIE	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
OEPGRJDXAHGOQQ	naturalproduct			
OESVNVWXOTVKHT	fungal|fungal_produced			
OEUWSFOOMITSHN	naturalproduct			
OEWYUGADRFSLPO	naturalproduct			
OEWYXUOBTOXNMX	naturalproduct			
OEXPVULGTKWKEH	biocide_antimicrobial|food|bacterial|bacterial_produced			outdoor activity_ocean
OEYIOHPDSNJKLS	drug|food|human	9606|Homo sapiens		food consumption|drug or medication use
OEZAYKMYHOLRMX	naturalproduct			
OFBHPPMPBOJXRT	drug|human|food|naturalproduct	9606|Homo sapiens		|food consumption|drug or medication use
OFBIFZUFASYYRE	drug|human	9606|Homo sapiens		drug or medication use
OFCMTSZRXXFMBQ	|food|human	9606|Homo sapiens		food consumption
OFCNXPDARWKPPY	drug|human	9606|Homo sapiens		drug or medication use
OFDNQWIFNXBECV	drug|algal|marine_cyanobacteria_insitu|naturalproduct_bacterial|naturalproduct			
OFEZSBMBBKLLBJ	drug|naturalproduct_fungal|fungal|naturalproduct|fungal_produced			drug or medication use
OFHCOWSQAMBJIW	food|vitamin		blood|urine	
OFIWISPGMYFUGQ	naturalproduct			
OFJWFSNDPCAWDK	|food|human	9606|Homo sapiens		food consumption
OFKKQTQFWWIRBD	naturalproduct			
OFKKUHQXUNAUKP	naturalproduct|plant|plant_angiospermae|naturalproduct_plant			
OFLCPNIRDVOOEZ	naturalproduct			
OFMXGFHWLZPCFL	plant|naturalproduct_plant|drug		feces	
OFNCUIXPAFLTJZ	naturalproduct			
OFNSUWBAQRCHAV	naturalproduct			
OFOBLEOULBTSOW	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
OFPXSFXSNFPTHF	drug|human	9606|Homo sapiens		drug or medication use
OFTBMAPJHKDDJV	drug|drug_metabolite			
OFUDGDJEKOUEKG	naturalproduct|bacterial|bacterial_produced			
OFUTZNNUWRTXHO	naturalproduct			
OFVLGDICTFRJMM	drug|human|naturalproduct	9606|Homo sapiens		drug or medication use
OFWWSHNAQHDEIN	naturalproduct			
OFYPDAKTVZXXPC	food			
OFZCIYFFPZCNJE	drug|human	9606|Homo sapiens		drug or medication use
OGGQFTVAOXLPEC	bacterial|bacterial_produced			
OGHAROSJZRTIOK	drug|food|human	9606|Homo sapiens		food consumption|drug or medication use
OGHNVEJMJSYVRP	drug|human	:9606|Homo sapiens	blood|urine	|drug or medication use
OGHYZHNTIINXEO	food|naturalproduct			
OGJCZLOIKMTMKF	naturalproduct			
OGJKMZVUJJYWKO	naturalproduct			
OGJPXUAPXNRGGI	biocide_antimicrobial|drug|human	:9606|Homo sapiens	blood|urine	|drug or medication use
OGLCQHRZUSEXNB	|food|human|naturalproduct	9606|Homo sapiens		food consumption
OGMXRWJJGUINGB	animal|naturalproduct			
OGNSCSPNOLGXSM	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
OGQHWLCGXLXZNI	fungal|fungal_produced			
OGQICQVSFDPSEI	drug|human	9606|Homo sapiens		drug or medication use
OGQYPPBGSLZBEG	environmental|plant|naturalproduct_plant			
OGSBUKJUDHAQEA	drug			drug or medication use
OGSPWJRAVKPPFI	drug|food|human	9606|Homo sapiens		food consumption|drug or medication use
OGURJSOPVFCIOO	food			
OGWKCGZFUXNPDA	drug|naturalproduct			drug or medication use
OGXNFSOEIVPPSG	naturalproduct			
OGYFATSSENRIKG	biocide_antimicrobial|environmental			
OGYHCBGORZWBPH	|food|human|naturalproduct	9606|Homo sapiens		food consumption
OGYJQJIHZIAYCL	naturalproduct			
OHBCWVJHZZYAHJ	naturalproduct|bacterial|bacterial_produced			
OHCQJHSOBUTRHG	drug|naturalproduct			drug or medication use
OHDBFRJCRJQLRN	toxin		skin of body	
OHDXGZAYYBMHCY	naturalproduct|bacterial|bacterial_produced			
OHHKDUWFPNAEHQ	naturalproduct			
OHLQBKZXSJYBMK	|food|human|naturalproduct	9606|Homo sapiens		food consumption
OHMWGMHIZWOKHV	naturalproduct			
OHOBPOYHROOXEI	|food|naturalproduct			food consumption
OHRGHFXATDKGOV	naturalproduct|fungal|fungal_produced			
OHUXOEXBXPZKPT	naturalproduct			
OHWILISHWFHITP	naturalproduct|fungal|fungal_produced			
OHXDZYOSEDUXGN	naturalproduct			
OHXPGWPVLFPUSM	drug|synthetic|naturalproduct			|drug or medication use
OIAGWXKSCXPNNZ	drug|drug_metabolite|naturalproduct			
OIBYSERMZSUBGK	naturalproduct			
OIGNJSKKLXVSLS	drug|human	9606|Homo sapiens		drug or medication use
OIGWAXDAPKFNCQ	|food|human|naturalproduct	9606|Homo sapiens		food consumption
OILXMJHPFNGGTO	|food|plant|naturalproduct_plant|naturalproduct|fungal|fungal_produced			food consumption
OINDWIFDMFYGDX	food|plant_angiospermae|naturalproduct_plant|plant|algal|marine_cyanobacteria_insitu|naturalproduct_bacterial	:124937|Barnebya harleyi:151857|Mcvaughia bahiana:1816324|Niedenzuella multiglandulosa		
OINNEUNVOZHBOX	drug			drug or medication use
OINXIJJEOMGKPB	drug|drug_metabolite			
OIOAFLUQYGYCKL	|human	9606|Homo sapiens		
OIPILFWXSMYKGL	drug|food|human	9606|Homo sapiens		food consumption|drug or medication use
OIPPWFOQEKKFEE	naturalproduct			
OIRDTQYFTABQOQ	bacterial|human|mice|drug|food|naturalproduct	:9606|Homo sapiens:73337|Ceratotherium simum simum	blood|cerebrospinal fluid|feces|milk|saliva|urine	|food consumption|drug or medication use
OIRFJRBSRORBCM	drug			drug or medication use
OISVCGZHLKNMSJ	|food|human|naturalproduct	9606|Homo sapiens		food consumption
OIUBYZLTFSLSBY	|food|human|naturalproduct	9606|Homo sapiens		food consumption
OIVLITBTBDPEFK	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
OIXICRGCRLGQCN	bacterial|bacterial_produced|biocide_antimicrobial|fungal|fungal_produced			
OIXPKFRMEUTHOG	naturalproduct			
OIZGSVFYNBZVIK	|human|naturalproduct	9606|Homo sapiens		
OJADCNKLFKWRHJ	naturalproduct			
OJAGBDHRHPCDLN	naturalproduct			
OJCKRNPLOZHAOU	bacterial|bacterial_produced|dissolvedorganicmatter_water_saline	1883|Streptomyces		
OJCPSBCUMRIPFL	drug|human|naturalproduct	9606|Homo sapiens		drug or medication use
OJDSCNUKKOKOQJ	naturalproduct			
OJISWUQNQQWEND	naturalproduct			
OJLGASCOGOIOJR	naturalproduct			
OJLOPKGSLYJEMD	drug|drug_metabolite|dissolvedorganicmatter_water_saline		blood|urine	
OJLWVPDNBQAHRT	food			
OJMMVQQUTAEWLP	drug|naturalproduct|bacterial|bacterial_produced			drug or medication use
OJOBTAOGJIWAGB	naturalproduct			
OJOLFAIGOXZBCI	|food|human	9606|Homo sapiens		food consumption
OJPOTPLCXUWMGI	plant|naturalproduct_plant			
OJSUENRPBJADBN	algal|marine_cyanobacteria_insitu|naturalproduct_bacterial|naturalproduct|bacterial|bacterial_produced			
OJXQLGQIDIPMTE	food|human|naturalproduct	:9606|Homo sapiens	urine	|food consumption
OJYLAHXKWMRDGS	food		urine	
OKBNMQXBQLZQEM	naturalproduct			
OKBQXURKDRNMAB	plant|naturalproduct_plant|naturalproduct			
OKBVVJOGVLARMR	drug|human	9606|Homo sapiens		drug or medication use
OKBWVJGQTFYYQA	naturalproduct			
OKGLROPOZIVCCZ	naturalproduct|fungal|fungal_produced			
OKIHRVKXRCAJFQ	naturalproduct			
OKJIRPAQVSHGFK	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
OKKJLVBELUTLKV	|food|human|naturalproduct	9606|Homo sapiens		food consumption
OKLOELQSMKXXGE	naturalproduct|fungal|fungal_produced			
OKNPZRJNRSGKME	naturalproduct_plant|plant|plant_angiospermae|naturalproduct			
OKOVSTKGUBOSTB	naturalproduct			
OKUGUNDXBGUFPA	|food|plant|naturalproduct_plant|naturalproduct			food consumption
OKUXNMMTKMWVBG	naturalproduct			
OKVJCVWFVRATSG	|human|naturalproduct	9606|Homo sapiens		
OKWBQNHWVRQQAL	fungal			
OLAOYPRJVHUHCF	drug			drug or medication use
OLARKEMZPWGFJU	|human|naturalproduct_plant|naturalproduct	9606|Homo sapiens		
OLBNOBQOQZRLMP	|food|human|naturalproduct	9606|Homo sapiens		food consumption
OLBQXBHLZOAVSV	food			
OLCVEOSSVCAFGR	naturalproduct			
OLLHYYCQHNBTQC	naturalproduct			
OLLIISPFUQXHLB	naturalproduct			
OLNJUISKUQQNIM	|food|human|naturalproduct	9606|Homo sapiens		food consumption
OLNTVTPDXPETLC	drug|human	9606|Homo sapiens		drug or medication use
OLOOJGVNMBJLLR	|food|human|naturalproduct	9606|Homo sapiens		food consumption
OLOYVFQOIBGLFJ	naturalproduct			
OLRLUJCFUDJRGB	naturalproduct			
OLSDAJRAVOVKLG	|food|human|naturalproduct	9606|Homo sapiens		food consumption
OLSFYFUZJCERJF	naturalproduct			
OLSYHLURTGEIBH	synthetic			
OLSYISKGDWQZSZ	drug			
OLWOKAYJAHHSNY	food			
OLXZPDWKRNYJJZ	|food|human|animal|naturalproduct	9606|Homo sapiens		food consumption
OMCRYJIAXGEETJ	fungal|fungal_produced			
OMDANBMKOUVKAG	biocide_antimicrobial|drug|bacterial|bacterial_produced			
OMFMRYFFZXXOPU	naturalproduct			
OMFXVFTZEKFJBZ	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
OMGIBPZQATWNBX	naturalproduct			
OMGQCYHSAPWXMS	naturalproduct			
OMHUCGDTACNQEX	drug|naturalproduct			drug or medication use
OMICQBVLCVRFGN	naturalproduct			
OMJKFYKNWZZKTK	drug			
OMNVYXHOSHNURL	marine_diatom|dissolvedorganicmatter_water_saline|microalgal	41953|Pseudo-nitzschia		
OMOYQLRHKFGVGN	naturalproduct			
OMQADRGFMLGFJF	naturalproduct			
OMQVQJDDMZUVNL	bacterial|bacterial_produced			
OMVRKRVDDRUXPW	naturalproduct			
OMYMRCXOJJZYKE	|food|human	9606|Homo sapiens		food consumption
OMZRMXULWNMRAE	naturalproduct			
ONAAMCDHQSWPDU	naturalproduct			
ONCZDRURRATYFI	biocide_antimicrobial|environmental			
ONDWGDNAFRAXCN	naturalproduct			
ONFOSYPQQXJWGS	|food|human	9606|Homo sapiens		food consumption
ONIBWKKTOPOVIA	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
ONIQOQHATWINJY	drug			drug or medication use
ONJSZLXSECQROL	|food|human|naturalproduct	9606|Homo sapiens		food consumption
ONLZHAOKMQJPIC	naturalproduct			
ONNRIWKYSUKBOB	toxin		skin of body	
ONPXCLZMBSJLSP	|human	9606|Homo sapiens		
ONQKWANDXQNLEJ	naturalproduct			
ONQVTPMFYSRRLL	plant			
ONUFESLQCSAYKA	|human	9606|Homo sapiens		
ONVABDHFQKWOSV	plant|naturalproduct_plant|naturalproduct_fungal|fungal|naturalproduct|fungal_produced			
OOCCDEMITAIZTP	|food|human|naturalproduct	9606|Homo sapiens		food consumption
OOCUGTZJHIRSOO	naturalproduct			
OOEOVXMORBPOKC	naturalproduct|fungal|fungal_produced			
OOGJQPCLVADCPB	drug|human	:9606|Homo sapiens	blood|urine	|drug or medication use
OOGKDHCQSZAEQI	food|plant|naturalproduct_plant			plant-based chemical exposure
OOGPWQHGQYUIAW	plant|plant_angiospermae|naturalproduct_plant|naturalproduct			
OOGZWXIAHJKVAH	naturalproduct			
OOKSPQLCQUBEKU	food		blood|urine	
OONDLKCAZJZRCW	plant|naturalproduct_plant|naturalproduct			
OORLZFUTLGXMEF	|food|human	9606|Homo sapiens		food consumption
OOSRPGUQJAKBLV	food			
OOUTWVMJGMVRQF	naturalproduct|bacterial|bacterial_produced			
OOXBEOHCOCMKAC	food|naturalproduct		blood	
OOXFLIUVCWLPKE	naturalproduct|fungal|fungal_produced			
OPAORDVBZRVVNQ	naturalproduct			
OPAWQGXUUDQIPB	naturalproduct			
OPECBHGHSFBITB	naturalproduct			
OPGDFUSKKYCZKS	naturalproduct			
OPJZLUXFQFQYAI	food			
OPKOYMHTMXJHRG	naturalproduct			
OPMNROCQHKJDAQ	naturalproduct|fungal|fungal_produced			
OPPGAHUCKDKQJR	naturalproduct			
OPQHNERZELMQDK	naturalproduct			
OPTASPLRGRRNAP	|food|human|naturalproduct	9606|Homo sapiens		food consumption
OPUFDNZTKHPZHM	naturalproduct			
OPVPGKGADVGKTG	|food|human	9606|Homo sapiens		food consumption
OPVZUEPSMJNLOM	fungal|naturalproduct	34433|Leucoagaricus		
OPXLLQIJSORQAM	drug|human	9606|Homo sapiens		drug or medication use
OQANPHBRHBJGNZ	drug			
OQDPVLVUJFGPGQ	drug			drug or medication use
OQEBBZSWEGYTPG	|food|human|naturalproduct	9606|Homo sapiens		food consumption
OQGXDKRHMBRZCS	marine_coral|naturalproduct_marine|naturalproduct	70919|Sarcophyton glaucum:205097|Sarcophyton trocheliophorum		
OQIJRBFRXGIHMI	naturalproduct			
OQIQSTLJSLGHID	fungal|food|human|naturalproduct	:9606|Homo sapiens	blood	|food consumption
OQIURTMLSZCSOM	naturalproduct			
OQMUOVSEPOBWMK	naturalproduct			
OQMYRVPMCIOFHL	naturalproduct|bacterial|bacterial_produced			
OQQPOHUVAQPSHJ	naturalproduct_bacterial			
OQWKEEOHDMUXEO	|human|naturalproduct	9606|Homo sapiens		
OQXBCMJIIDQITC	naturalproduct			
OQYZCCKCJQWHIE	|food|human	9606|Homo sapiens		food consumption
ORBITTMJKIGFNH	food			
ORDAZKGHSNRHTD	|food|naturalproduct			food consumption
OREAFAJWWJHCOT	|food|human	9606|Homo sapiens		food consumption
ORFFGRQMMWVHIB	|human|naturalproduct	9606|Homo sapiens		
ORFNMFQBYRQSRP	naturalproduct			
ORFOPKXBNMVMKC	drug|human	9606|Homo sapiens		drug or medication use
ORHBXUUXSCNDEV	|food|human|naturalproduct	9606|Homo sapiens		food consumption
ORJDDOBAOGKRJV	food|plant|naturalproduct_plant|naturalproduct			|food consumption
ORLHWDAVUBPRKN	naturalproduct			
ORNBQBCIOKFOEO	plant|naturalproduct_plant|plant_angiospermae|naturalproduct			
ORNJUOMQOSTPOV	bacterial|bacterial_produced			
OROAFUQRIXKEMV	drug|human	9606|Homo sapiens		drug or medication use
OROGSEYTTFOCAN	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
ORQFDHFZSMXRLM	naturalproduct			
ORRFIXSGNXBETO	naturalproduct|bacterial|bacterial_produced			
ORUWKZNXHJIZKV	naturalproduct			
ORXQGKIUCDPEAJ	food|drug|human|plant|naturalproduct_plant|naturalproduct	:9606|Homo sapiens	blood|urine	|food consumption|drug or medication use
ORZRMRUXSPNQQL	drug			drug or medication use
OSAWXHGUPKHCMT	bacterial|bacterial_produced			
OSDVNRJELRKKGM	naturalproduct			
OSELKOCHBMDKEJ	algal		blood|feces	
OSFCFXQMAHURHU	plant|naturalproduct_plant|naturalproduct			
OSICWVVWEXKSBD	naturalproduct|fungal|fungal_produced			
OSJPPGNTCRNQQC	drug|food|human	9606|Homo sapiens		food consumption|drug or medication use
OSOOWXRUSUHLOX	naturalproduct			
OSUSRWMGHUUXBY	naturalproduct			
OSVMTWJCGUFAOD	drug			|drug or medication use
OSWPMRLSEDHDFF	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
OTBHHUPVCYLGQO	|food|human|naturalproduct	9606|Homo sapiens		food consumption
OTBXOEAOVRKTNQ	drug|human	9606|Homo sapiens		drug or medication use
OTCCIMWXFLJLIA	|food|human|naturalproduct	9606|Homo sapiens		food consumption
